question message,Q,A
"Difficulty: Easy
Topic: Game Basics
Key Word: Diamond
Question: What is primarily required to mine diamonds in Minecraft?
Options: A. A wooden pickaxe B. An iron pickaxe C. A stone pickaxe D. Your bare hands
Correct Answer: B","Question: What is primarily required to mine diamonds in Minecraft?
Options: A. A wooden pickaxe B. An iron pickaxe C. A stone pickaxe D. Your bare hands",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Diamond
Question: In which Minecraft biome are diamonds most commonly found?
Options: A. Desert B. Plains C. Swamp D. Any biome as long as it is below layer 16
Correct Answer: D","Question: In which Minecraft biome are diamonds most commonly found?
Options: A. Desert B. Plains C. Swamp D. Any biome as long as it is below layer 16",D
"Difficulty: Medium
Topic: Game Basics
Key Word: Diamond
Question: Approximately how many diamonds can one expect to find in a typical vein?
Options: A. 1-3 B. 1-10 C. 4-6 D. 4-8
Correct Answer: A","Question: Approximately how many diamonds can one expect to find in a typical vein?
Options: A. 1-3 B. 1-10 C. 4-6 D. 4-8",A
"Difficulty: Hard
Topic: Game Basics
Key Word: Diamond
Question: What is the typical Y-level range where diamonds are more densely populated?
Options: A. 1-16 B. 5-12 C. 6-13 D. 15-20
Correct Answer: B","Question: What is the typical Y-level range where diamonds are more densely populated?
Options: A. 1-16 B. 5-12 C. 6-13 D. 15-20",B
"Difficulty: Easy
Topic: Game Basics
Key Word: Iron Ingot
Question: What must iron ore be combined with to create iron ingots?
Options: A. Coal B. Lava C. Gold Ingots D. Nothing, it drops as an ingot
Correct Answer: A","Question: What must iron ore be combined with to create iron ingots?
Options: A. Coal B. Lava C. Gold Ingots D. Nothing, it drops as an ingot",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Iron Ingot
Question: What are iron ingots primarily used for in Minecraft?
Options: A. Decoration B. Food C. Tool crafting D. Creating music discs
Correct Answer: C","Question: What are iron ingots primarily used for in Minecraft?
Options: A. Decoration B. Food C. Tool crafting D. Creating music discs",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Iron Ingot
Question: What unique structure can be exclusively activated by using iron ingots?
Options: A. Nether Portal B. End Portal C. Beacon D. Conduit
Correct Answer: C","Question: What unique structure can be exclusively activated by using iron ingots?
Options: A. Nether Portal B. End Portal C. Beacon D. Conduit",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Gold Ingot
Question: Where is the best place to find gold ore in the Overworld?
Options: A. Mountains B. Oceans C. Below Y level 32 D. Forests
Correct Answer: C","Question: Where is the best place to find gold ore in the Overworld?
Options: A. Mountains B. Oceans C. Below Y level 32 D. Forests",C
"Difficulty: Medium
Topic: Game Basics
Key Word: Gold Ingot
Question: Which Minecraft creature holds a higher probability of dropping gold ingots upon defeat?
Options: A. Creeper B. Zombie Pigman C. Enderman D. Skeleton
Correct Answer: B","Question: Which Minecraft creature holds a higher probability of dropping gold ingots upon defeat?
Options: A. Creeper B. Zombie Pigman C. Enderman D. Skeleton",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Gold Ingot
Question: What special property do items crafted with gold have compared to other materials?
Options: A. Higher durability B. Faster mining speed C. More enchanting power D. Higher attack damage
Correct Answer: C","Question: What special property do items crafted with gold have compared to other materials?
Options: A. Higher durability B. Faster mining speed C. More enchanting power D. Higher attack damage",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Coal
Question: What is coal primarily used for in Minecraft?
Options: A. Weapon crafting B. Smelting C. Potion brewing D. Trading
Correct Answer: B","Question: What is coal primarily used for in Minecraft?
Options: A. Weapon crafting B. Smelting C. Potion brewing D. Trading",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Coal
Question: Which of the following cannot be used as a substitute for coal in furnaces?
Options: A. Charcoal B. Lava bucket C. Wooden tools D. Diamonds
Correct Answer: D","Question: Which of the following cannot be used as a substitute for coal in furnaces?
Options: A. Charcoal B. Lava bucket C. Wooden tools D. Diamonds",D
"Difficulty: Medium
Topic: Game Basics
Key Word: Netherite
Question: What two items are combined to create a Netherite ingot?
Options: A. Diamond and Gold B. Iron and Netherite Scrap C. Gold and Netherite Scrap D. Diamond and Netherite Scrap
Correct Answer: D","Question: What two items are combined to create a Netherite ingot?
Options: A. Diamond and Gold B. Iron and Netherite Scrap C. Gold and Netherite Scrap D. Diamond and Netherite Scrap",D
"Difficulty: Medium
Topic: Game Basics
Key Word: Netherite
Question: In comparison to diamond armor, what is a unique property of Netherite armor?
Options: A. It can float in lava B. It is invisible C. It can fly D. It glows in the dark
Correct Answer: A","Question: In comparison to diamond armor, what is a unique property of Netherite armor?
Options: A. It can float in lava B. It is invisible C. It can fly D. It glows in the dark",A
"Difficulty: Hard
Topic: Game Basics
Key Word: Netherite
Question: How much more durable is a Netherite pickaxe compared to a diamond pickaxe?
Options: A. 25% more durable B. 50% more durable C. 75% more durable D. 10% more durable
Correct Answer: A","Question: How much more durable is a Netherite pickaxe compared to a diamond pickaxe?
Options: A. 25% more durable B. 50% more durable C. 75% more durable D. 10% more durable",A
"Difficulty: Hard
Topic: Game Basics
Key Word: Netherite
Question: Where can one find the necessary materials to craft Netherite?
Options: A. Overworld B. The End C. Nether D. Abandoned Mine Shafts
Correct Answer: C","Question: Where can one find the necessary materials to craft Netherite?
Options: A. Overworld B. The End C. Nether D. Abandoned Mine Shafts",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Wheat Seeds
Question: How are wheat seeds primarily obtained in Minecraft?
Options: A. Breaking tall grass B. Trading with villagers C. Cooking in a furnace D. Mining stone
Correct Answer: A","Question: How are wheat seeds primarily obtained in Minecraft?
Options: A. Breaking tall grass B. Trading with villagers C. Cooking in a furnace D. Mining stone",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Wheat Seeds
Question: What is required to grow wheat seeds into wheat in Minecraft?
Options: A. Sunlight and water B. Lava C. Darkness D. Bonemeal only
Correct Answer: A","Question: What is required to grow wheat seeds into wheat in Minecraft?
Options: A. Sunlight and water B. Lava C. Darkness D. Bonemeal only",A
"Difficulty: Easy
Topic: Game Basics
Key Word: Wheat 
Question: What is the primary use of wheat in Minecraft?
Options: A. Making paper B. Crafting armor C. Taming wolves D. Crafting bread
Correct Answer: D","Question: What is the primary use of wheat in Minecraft?
Options: A. Making paper B. Crafting armor C. Taming wolves D. Crafting bread",D
"Difficulty: Medium
Topic: Game Basics
Key Word: Wheat
Question: Which animal can be bred using wheat in Minecraft?
Options: A. Pigs B. Sheep C. Chickens D. Cats
Correct Answer: B","Question: Which animal can be bred using wheat in Minecraft?
Options: A. Pigs B. Sheep C. Chickens D. Cats",B
"Difficulty: Easy
Topic: Game Basics
Key Word: Bread
Question: How do you craft bread in Minecraft?
Options: A. 2 Wheat horizontally B. 3 Wheat vertically C. 3 Wheat horizontally D. 1 Wheat in any slot
Correct Answer: C","Question: How do you craft bread in Minecraft?
Options: A. 2 Wheat horizontally B. 3 Wheat vertically C. 3 Wheat horizontally D. 1 Wheat in any slot",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Bread
Question: How much hunger does eating a piece of bread restore in Minecraft?
Options: A. 5 hunger bars B. 3 hunger bars C. 2.5 hunger bars D. 4 hunger bars
Correct Answer: C","Question: How much hunger does eating a piece of bread restore in Minecraft?
Options: A. 5 hunger bars B. 3 hunger bars C. 2.5 hunger bars D. 4 hunger bars",C
"Difficulty: Medium
Topic: Game Basics
Key Word: Cooked Porkchop
Question: How much health does eating a cooked porkchop recover in Minecraft?
Options: A. 8 health points B. 4 health points C. 10 health points D. 6 health points
Correct Answer: A","Question: How much health does eating a cooked porkchop recover in Minecraft?
Options: A. 8 health points B. 4 health points C. 10 health points D. 6 health points",A
"Difficulty: Hard
Topic: Game Basics
Key Word: Cooked Porkchop
Question: What is the saturation provided by a cooked porkchop in Minecraft?
Options: A. 8.8 saturation B. 12.8 saturation C. 10.8 saturation D. 9.6 saturation
Correct Answer: B","Question: What is the saturation provided by a cooked porkchop in Minecraft?
Options: A. 8.8 saturation B. 12.8 saturation C. 10.8 saturation D. 9.6 saturation",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Cooked Beef
Question: Which method can NOT be used to cook raw beef in Minecraft?
Options: A. Smelting it in a furnace B. Cooking it on a campfire C. Dropping it in lava D. Placing it under sunlight
Correct Answer: D","Question: Which method can NOT be used to cook raw beef in Minecraft?
Options: A. Smelting it in a furnace B. Cooking it on a campfire C. Dropping it in lava D. Placing it under sunlight",D
"Difficulty: Hard
Topic: Game Basics
Key Word: Cooked Beef
Question: Along with restoring health, what other benefit does eating cooked beef have in Minecraft?
Options: A. Temporary fire resistance B. Speed boost for a short period C. Increased jump height D. High saturation, which delays hunger
Correct Answer: D","Question: Along with restoring health, what other benefit does eating cooked beef have in Minecraft?
Options: A. Temporary fire resistance B. Speed boost for a short period C. Increased jump height D. High saturation, which delays hunger",D
"Difficulty: Easy
Topic: Game Basics
Key Word: Golden Apple
Question: What effect does eating a Golden Apple impart to the player in Minecraft?
Options: A. Fire Resistance B. Increased Jump C. Health regeneration and Absorption D. Invisibility
Correct Answer: C","Question: What effect does eating a Golden Apple impart to the player in Minecraft?
Options: A. Fire Resistance B. Increased Jump C. Health regeneration and Absorption D. Invisibility",C
"Difficulty: Medium
Topic: Game Basics
Key Word: Golden Apple
Question: How is a Golden Apple crafted in Minecraft?
Options: A. Gold nugget and an apple B. Gold blocks and an apple C. Gold ingots and an apple D. Gold ore and an apple
Correct Answer: C","Question: How is a Golden Apple crafted in Minecraft?
Options: A. Gold nugget and an apple B. Gold blocks and an apple C. Gold ingots and an apple D. Gold ore and an apple",C
"Difficulty: Medium
Topic: Game Basics
Key Word: Golden Apple
Question: In which Minecraft game mode are Golden Apples especially valuable due to their rare ingredients?
Options: A. Creative B. Survival C. Adventure D. Spectator
Correct Answer: B","Question: In which Minecraft game mode are Golden Apples especially valuable due to their rare ingredients?
Options: A. Creative B. Survival C. Adventure D. Spectator",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Golden Apple
Question: Which hostile mob drops an item that can be used to craft a Golden Apple?
Options: A. Zombie B. Wither Skeleton C. Creeper D. Husk
Correct Answer: A","Question: Which hostile mob drops an item that can be used to craft a Golden Apple?
Options: A. Zombie B. Wither Skeleton C. Creeper D. Husk",A
"Difficulty: Easy
Topic: Game Basics
Key Word: Enchanted Apple
Question: What is another common name for an Enchanted Apple in Minecraft?
Options: A. Magic Apple B. Super Apple C. Notch Apple D. Mystic Apple
Correct Answer: C","Question: What is another common name for an Enchanted Apple in Minecraft?
Options: A. Magic Apple B. Super Apple C. Notch Apple D. Mystic Apple",C
"Difficulty: Medium
Topic: Game Basics
Key Word: Enchanted Apple
Question: Unlike a regular Golden Apple, what additional effects does an Enchanted Apple give when consumed?
Options: A. Ender Vision B. Fire Resistance and Resistance C. Water Breathing D. Night Vision
Correct Answer: B","Question: Unlike a regular Golden Apple, what additional effects does an Enchanted Apple give when consumed?
Options: A. Ender Vision B. Fire Resistance and Resistance C. Water Breathing D. Night Vision",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Enchanted Apple
Question: How can players obtain an Enchanted Apple in Survival mode?
Options: A. Crafting with diamonds and an apple B. Crafting with enchanted gold ingots and an apple C. Finding in dungeon chests D. Trading with villagers
Correct Answer: C","Question: How can players obtain an Enchanted Apple in Survival mode?
Options: A. Crafting with diamonds and an apple B. Crafting with enchanted gold ingots and an apple C. Finding in dungeon chests D. Trading with villagers",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Enchanted Apple
Question: What exclusive potion effect is granted by an Enchanted Apple that a regular Golden Apple does not provide?
Options: A. Health Boost B. Slow Falling C. Resistance D. Luck
Correct Answer: C","Question: What exclusive potion effect is granted by an Enchanted Apple that a regular Golden Apple does not provide?
Options: A. Health Boost B. Slow Falling C. Resistance D. Luck",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Enchanted Apple
Question: Which blocky themed event celebrates the rarity of the Enchanted Apple by making it a sought-after item?
Options: A. The End Raid B. Apple Fest C. Nether Conquest D. Minecon
Correct Answer: D","Question: Which blocky themed event celebrates the rarity of the Enchanted Apple by making it a sought-after item?
Options: A. The End Raid B. Apple Fest C. Nether Conquest D. Minecon",D
"Difficulty: Easy
Topic: Game Basics
Key Word: Cookies
Question: What main ingredient is used along with wheat to craft Cookies in Minecraft?
Options: A. Sugar B. Cocoa beans C. Milk D. Honey
Correct Answer: B","Question: What main ingredient is used along with wheat to craft Cookies in Minecraft?
Options: A. Sugar B. Cocoa beans C. Milk D. Honey",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Cookies
Question: How many Cookies are produced from one crafting session in Minecraft?
Options: A. 4 B. 8 C. 12 D. 16
Correct Answer: B","Question: How many Cookies are produced from one crafting session in Minecraft?
Options: A. 4 B. 8 C. 12 D. 16",B
"Difficulty: Easy
Topic: Game Basics
Key Word: Cake
Question: How many slices does each Cake contain in Minecraft?
Options: A. 4 B. 6 C. 8 D. 5
Correct Answer: B","Question: How many slices does each Cake contain in Minecraft?
Options: A. 4 B. 6 C. 8 D. 5",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Cake
Question: Which of these ingredients is NOT required to bake a Cake in Minecraft?
Options: A. Eggs B. Apples C. Sugar D. Wheat
Correct Answer: B","Question: Which of these ingredients is NOT required to bake a Cake in Minecraft?
Options: A. Eggs B. Apples C. Sugar D. Wheat",B
"Difficulty: Easy
Topic: Game Basics
Key Word: Pumpkin Pie
Question: What is one of the primary ingredients for crafting Pumpkin Pie in Minecraft?
Options: A. Bread B. Pumpkin C. Melon D. Potato
Correct Answer: B","Question: What is one of the primary ingredients for crafting Pumpkin Pie in Minecraft?
Options: A. Bread B. Pumpkin C. Melon D. Potato",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Pumpkin Pie
Question: Which Minecraft mob image is famously used in relation to Pumpkin Pie during Halloween updates?
Options: A. Skeleton B. Creeper C. Enderman D. Zombie
Correct Answer: C","Question: Which Minecraft mob image is famously used in relation to Pumpkin Pie during Halloween updates?
Options: A. Skeleton B. Creeper C. Enderman D. Zombie",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Mushroom Stew
Question: How do you craft Mushroom Stew in Minecraft?
Options: A. 1 Red Mushroom, 1 Brown Mushroom and 1 Bowl B. 2 Red Mushrooms and 1 Bowl C. 2 Brown Mushrooms and 1 Pot D. 3 Mushrooms and 1 Bucket
Correct Answer: A","Question: How do you craft Mushroom Stew in Minecraft?
Options: A. 1 Red Mushroom, 1 Brown Mushroom and 1 Bowl B. 2 Red Mushrooms and 1 Bowl C. 2 Brown Mushrooms and 1 Pot D. 3 Mushrooms and 1 Bucket",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Mushroom Stew
Question: Which of these effects does Mushroom Stew give players in Minecraft?
Options: A. Haste B. Absorption C. Night Vision D. None
Correct Answer: D","Question: Which of these effects does Mushroom Stew give players in Minecraft?
Options: A. Haste B. Absorption C. Night Vision D. None",D
"Difficulty: Easy
Topic: Game Basics
Key Word: Cooked Chicken
Question: What is the main benefit of eating Cooked Chicken in Minecraft?
Options: A. Restoring 5 hunger points B. Restoring 3 hunger points C. Gaining fire resistance D. Increasing player speed
Correct Answer: B","Question: What is the main benefit of eating Cooked Chicken in Minecraft?
Options: A. Restoring 5 hunger points B. Restoring 3 hunger points C. Gaining fire resistance D. Increasing player speed",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Cooked Chicken
Question: What status effect can you NOT receive from eating raw chicken in Minecraft?
Options: A. Hunger B. Poison C. Nausea D. None
Correct Answer: B","Question: What status effect can you NOT receive from eating raw chicken in Minecraft?
Options: A. Hunger B. Poison C. Nausea D. None",B
"Difficulty: Easy
Topic: Game Basics
Key Word: Feather
Question: Where do you commonly obtain feathers in Minecraft?
Options: A. Killing chickens B. Breaking blocks C. Mining ore D. Crafting with string
Correct Answer: A","Question: Where do you commonly obtain feathers in Minecraft?
Options: A. Killing chickens B. Breaking blocks C. Mining ore D. Crafting with string",A
"Difficulty: Hard
Topic: Game Basics
Key Word: Feather
Question: What specific use does a feather have in the crafting of fireworks in Minecraft?
Options: A. Creating explosion effect B. Creating a buzzing effect C. Increasing flight duration D. Creating a burst effect
Correct Answer: D","Question: What specific use does a feather have in the crafting of fireworks in Minecraft?
Options: A. Creating explosion effect B. Creating a buzzing effect C. Increasing flight duration D. Creating a burst effect",D
"Difficulty: Medium
Topic: Game Basics
Key Word: Leather
Question: Which of these items can NOT be crafted using leather in Minecraft?
Options: A. Books B. Saddles C. Armor D. Item Frames
Correct Answer: B","Question: Which of these items can NOT be crafted using leather in Minecraft?
Options: A. Books B. Saddles C. Armor D. Item Frames",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Leather
Question: How many units of leather are required to craft a full set of leather armor in Minecraft?
Options: A. 24 B. 15 C. 20 D. 18
Correct Answer: A","Question: How many units of leather are required to craft a full set of leather armor in Minecraft?
Options: A. 24 B. 15 C. 20 D. 18",A
"Difficulty: Easy
Topic: Game Basics
Key Word: Egg
Question: How often do chickens lay eggs in Minecraft?
Options: A. Every 5-10 minutes B. Every 2-3 minutes C. Once a day D. Twice a day
Correct Answer: A","Question: How often do chickens lay eggs in Minecraft?
Options: A. Every 5-10 minutes B. Every 2-3 minutes C. Once a day D. Twice a day",A
"Difficulty: Hard
Topic: Game Basics
Key Word: Egg
Question: What is the probability of a thrown egg spawning exactly 4 chicks in Minecraft?
Options: A. 1/256 B. 1/64 C. 1/125 D. 1/16
Correct Answer: A","Question: What is the probability of a thrown egg spawning exactly 4 chicks in Minecraft?
Options: A. 1/256 B. 1/64 C. 1/125 D. 1/16",A
"Difficulty: Easy
Topic: Game Basics
Key Word: Sugar Cane
Question: Where can you commonly find sugar cane naturally growing in Minecraft?
Options: A. In caves B. Next to water in sandy or grassy areas C. On tree leaves D. In the Nether
Correct Answer: B","Question: Where can you commonly find sugar cane naturally growing in Minecraft?
Options: A. In caves B. Next to water in sandy or grassy areas C. On tree leaves D. In the Nether",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Sugar Cane
Question: What is the maximum height that sugar cane can naturally grow to in Minecraft?
Options: A. 2 blocks B. 3 blocks C. 4 blocks D. 5 blocks
Correct Answer: C","Question: What is the maximum height that sugar cane can naturally grow to in Minecraft?
Options: A. 2 blocks B. 3 blocks C. 4 blocks D. 5 blocks",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Paper
Question: What is the primary use of paper in Minecraft?
Options: A. Creating books B. Used as fuel in furnaces C. Building blocks D. Feeding animals
Correct Answer: A","Question: What is the primary use of paper in Minecraft?
Options: A. Creating books B. Used as fuel in furnaces C. Building blocks D. Feeding animals",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Paper
Question: How many units of paper are required to craft a map?
Options: A. 1 paper B. 4 papers C. 8 papers D. 9 papers
Correct Answer: C","Question: How many units of paper are required to craft a map?
Options: A. 1 paper B. 4 papers C. 8 papers D. 9 papers",C
"Difficulty: Medium
Topic: Game Basics
Key Word: Book
Question: Besides paper, what other material do you need to craft a Book in Minecraft?
Options: A. Leather B. Wooden Planks C. Sugar Cane D. Cloth
Correct Answer: A","Question: Besides paper, what other material do you need to craft a Book in Minecraft?
Options: A. Leather B. Wooden Planks C. Sugar Cane D. Cloth",A
"Difficulty: Hard
Topic: Game Basics
Key Word: Book
Question: What is a unique use of a book in enchanting?
Options: A. It can be used to wipe off existing enchantments B. It can store enchantments for later use on tools C. It can duplicate enchantments D. It increases the max level of enchantments available 
Correct Answer: B","Question: What is a unique use of a book in enchanting?
Options: A. It can be used to wipe off existing enchantments B. It can store enchantments for later use on tools C. It can duplicate enchantments D. It increases the max level of enchantments available ",B
"Difficulty: Medium
Topic: Game Basics
Key Word: Book
Question: How many books are required to fully stock a single bookshelf used for enhancing an enchanting table?
Options: A. 1 B. 2 C. 3 D. 6
Correct Answer: C","Question: How many books are required to fully stock a single bookshelf used for enhancing an enchanting table?
Options: A. 1 B. 2 C. 3 D. 6",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Written Book
Question: How can you duplicate a written book in Minecraft?
Options: A. Crafting it with a blank book B. Using an anvil C. Dropping it into water D. None of the above
Correct Answer: A","Question: How can you duplicate a written book in Minecraft?
Options: A. Crafting it with a blank book B. Using an anvil C. Dropping it into water D. None of the above",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Written Book
Question: Which ingredient is necessary along with a book and feather to create a written book?
Options: A. Blaze Powder B. Quartz C. Ink Sac D. Diamond
Correct Answer: C","Question: Which ingredient is necessary along with a book and feather to create a written book?
Options: A. Blaze Powder B. Quartz C. Ink Sac D. Diamond",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Written Book
Question: When editing a written book, which game mode must you be in to sign it?
Options: A. Survival B. Adventure C. Creative D. Any mode
Correct Answer: D","Question: When editing a written book, which game mode must you be in to sign it?
Options: A. Survival B. Adventure C. Creative D. Any mode",D
"Difficulty: Medium
Topic: Game Basics
Key Word: Bookshelf
Question: How many wooden planks are required to craft a bookshelf?
Options: A. 3 B. 6 C. 9 D. 12
Correct Answer: B","Question: How many wooden planks are required to craft a bookshelf?
Options: A. 3 B. 6 C. 9 D. 12",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Bookshelf
Question: How close must a bookshelf be to an enchanting table to positively affect it?
Options: A. 1 block B. 2 blocks C. 3 blocks D. 4 blocks
Correct Answer: B","Question: How close must a bookshelf be to an enchanting table to positively affect it?
Options: A. 1 block B. 2 blocks C. 3 blocks D. 4 blocks",B
"Difficulty: Easy
Topic: Game Basics
Key Word: Milk Bucket
Question: What can you use a milk bucket for in Minecraft?
Options: A. To craft a cake B. To start a fire C. To grow crops faster D. To feed wolves
Correct Answer: A","Question: What can you use a milk bucket for in Minecraft?
Options: A. To craft a cake B. To start a fire C. To grow crops faster D. To feed wolves",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Milk Bucket
Question: How can you obtain a milk bucket in Minecraft?
Options: A. Fishing in water B. Right-clicking a cow with an empty bucket C. Milking a sheep D. Crafting with iron and water
Correct Answer: B","Question: How can you obtain a milk bucket in Minecraft?
Options: A. Fishing in water B. Right-clicking a cow with an empty bucket C. Milking a sheep D. Crafting with iron and water",B
"Difficulty: Easy
Topic: Game Basics
Key Word: Music Disc
Question: How many unique music discs are there in Minecraft?
Options: A. 5 B. 12 C. 13 D. 15
Correct Answer: C","Question: How many unique music discs are there in Minecraft?
Options: A. 5 B. 12 C. 13 D. 15",C
"Difficulty: Medium
Topic: Game Basics
Key Word: Music Disc
Question: Which rare music disc can only be found in dungeon chests?
Options: A. Mellohi B. Cat C. Blocks D. 11
Correct Answer: D","Question: Which rare music disc can only be found in dungeon chests?
Options: A. Mellohi B. Cat C. Blocks D. 11",D
"Difficulty: Hard
Topic: Game Basics
Key Word: Music Disc
Question: What unique feature does the music disc ""11"" have compared to other discs?
Options: A. It's the shortest music disc B. It's a silent disc C. It contains disturbing sounds D. It plays backward
Correct Answer: C","Question: What unique feature does the music disc ""11"" have compared to other discs?
Options: A. It's the shortest music disc B. It's a silent disc C. It contains disturbing sounds D. It plays backward",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Jukebox
Question: What is needed to craft a Jukebox in Minecraft?
Options: A. 8 wooden planks and a diamond B. 8 iron ingots and a redstone C. 8 wooden planks and a redstone D. 8 diamonds and a wooden plank
Correct Answer: A","Question: What is needed to craft a Jukebox in Minecraft?
Options: A. 8 wooden planks and a diamond B. 8 iron ingots and a redstone C. 8 wooden planks and a redstone D. 8 diamonds and a wooden plank",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Jukebox
Question: What happens when a music disc is played in a Jukebox in Minecraft?
Options: A. It increases nearby mobs’ health B. It starts raining C. It plays music to nearby players D. It explodes after the music ends
Correct Answer: C","Question: What happens when a music disc is played in a Jukebox in Minecraft?
Options: A. It increases nearby mobs’ health B. It starts raining C. It plays music to nearby players D. It explodes after the music ends",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Jukebox
Question: Can you retrieve a music disc once it's been played in a jukebox?
Options: A. Yes, by breaking the jukebox B. No, it disappears forever C. Yes, by using a silk touch pickaxe D. No, only by crafting a new one
Correct Answer: A","Question: Can you retrieve a music disc once it's been played in a jukebox?
Options: A. Yes, by breaking the jukebox B. No, it disappears forever C. Yes, by using a silk touch pickaxe D. No, only by crafting a new one",A
"Difficulty: Easy
Topic: Game Basics
Key Word: Fishing
Question: What is the primary tool used for fishing in Minecraft?
Options: A. A fishing rod B. A net C. A spear D. A bucket
Correct Answer: A","Question: What is the primary tool used for fishing in Minecraft?
Options: A. A fishing rod B. A net C. A spear D. A bucket",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Fishing
Question: What type of weather conditions increase your chances of catching a fish in Minecraft?
Options: A. Sunny B. Rainy C. Snowy D. Windy
Correct Answer: B","Question: What type of weather conditions increase your chances of catching a fish in Minecraft?
Options: A. Sunny B. Rainy C. Snowy D. Windy",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Fishing
Question: What rare item can be caught while fishing aside from fish?
Options: A. Diamond B. Music Disc C. Enchanted Book D. Cake
Correct Answer: C","Question: What rare item can be caught while fishing aside from fish?
Options: A. Diamond B. Music Disc C. Enchanted Book D. Cake",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Breeding
Question: What do you generally need to start animal breeding in Minecraft?
Options: A. Two animals of the same species B. A single animal and water C. Sunlight and seeds D. A diamond and an animal
Correct Answer: A","Question: What do you generally need to start animal breeding in Minecraft?
Options: A. Two animals of the same species B. A single animal and water C. Sunlight and seeds D. A diamond and an animal",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Breeding
Question: Which item is NOT used for breeding any kind of animal in Minecraft?
Options: A. Seeds B. Wheat C. Carrots D. Cobblestone
Correct Answer: D","Question: Which item is NOT used for breeding any kind of animal in Minecraft?
Options: A. Seeds B. Wheat C. Carrots D. Cobblestone",D
"Difficulty: Hard
Topic: Game Basics
Key Word: Breeding
Question: What effect does breeding animals have in Minecraft, besides producing offspring?
Options: A. Gives players experience points B. Increases game difficulty C. Animals grow larger D. Changes the weather
Correct Answer: A","Question: What effect does breeding animals have in Minecraft, besides producing offspring?
Options: A. Gives players experience points B. Increases game difficulty C. Animals grow larger D. Changes the weather",A
"Difficulty: Easy
Topic: Game Basics
Key Word: Taming
Question: What do you need to tame a wolf in Minecraft?
Options: A. Bones B. Apples C. Seeds D. Fish
Correct Answer: A","Question: What do you need to tame a wolf in Minecraft?
Options: A. Bones B. Apples C. Seeds D. Fish",A
"Difficulty: Medium
Topic: Game Basics
Key Word: Taming
Question: Which Minecraft animal can be tamed with carrots?
Options: A. Chickens B. Horses C. Pigs D. Wolves
Correct Answer: C","Question: Which Minecraft animal can be tamed with carrots?
Options: A. Chickens B. Horses C. Pigs D. Wolves",C
"Difficulty: Hard
Topic: Game Basics
Key Word: Taming
Question: Aside from wolves and ocelots, which of these animals can be tamed to become a pet in Minecraft?
Options: A. Sheep B. Parrots C. Cows D. Zombies
Correct Answer: B","Question: Aside from wolves and ocelots, which of these animals can be tamed to become a pet in Minecraft?
Options: A. Sheep B. Parrots C. Cows D. Zombies",B
"Difficulty: Hard
Topic: Game Basics
Key Word: Taming
Question: Which item is used to tame a polar bear in Minecraft?
Options: A. Fish B. Bone C. There is no way to tame a polar bear D. Sugar cane
Correct Answer: C","Question: Which item is used to tame a polar bear in Minecraft?
Options: A. Fish B. Bone C. There is no way to tame a polar bear D. Sugar cane",C
"Difficulty: Easy
Topic: Game Basics
Key Word: Villager Interaction
Question: What happens when you right-click a villager in Minecraft?
Options: A. They attack you B. You can trade with them C. They start following you D. They disappear
Correct Answer: B","Question: What happens when you right-click a villager in Minecraft?
Options: A. They attack you B. You can trade with them C. They start following you D. They disappear",B
