question message,Q,A
"Difficulty: Easy
Key Word: Honey Bottle
Question: What is the primary use of Honey Bottles in Minecraft?
Options: 
A. Healing
B. Speed boost
C. Poisoning
D. Hunger restoration
Correct Answer: D","Question: What is the primary use of Honey Bottles in Minecraft?
Options: 
A. Healing
B. Speed boost
C. Poisoning
D. Hunger restoration",D
"Difficulty: Medium
Key Word: Honey Bottle
Question: How many hunger points does a Honey Bottle restore?
Options: 
A. 2
B. 3
C. 4
D. 5
Correct Answer: C","Question: How many hunger points does a Honey Bottle restore?
Options: 
A. 2
B. 3
C. 4
D. 5",C
"Difficulty: Medium
Key Word: Honey Bottle
Question: Which potion effect can be cured by drinking a Honey Bottle?
Options: 
A. Poison
B. Slowness
C. Weakness
D. Mining Fatigue
Correct Answer: A","Question: Which potion effect can be cured by drinking a Honey Bottle?
Options: 
A. Poison
B. Slowness
C. Weakness
D. Mining Fatigue",A
"Difficulty: Hard
Key Word: Honey Bottle
Question: How many bees must be inside a beehive to produce honey that can be bottled?
Options: 
A. 1
B. 2
C. 3
D. 4
Correct Answer: C","Question: How many bees must be inside a beehive to produce honey that can be bottled?
Options: 
A. 1
B. 2
C. 3
D. 4",C
"Difficulty: Hard
Key Word: Honey Bottle
Question: What advancement is granted for drinking a Honey Bottle?
Options: 
A. Sweet Relief
B. A Sweet Taste
C. Bee Our Guest
D. Sticky Situation
Correct Answer: A","Question: What advancement is granted for drinking a Honey Bottle?
Options: 
A. Sweet Relief
B. A Sweet Taste
C. Bee Our Guest
D. Sticky Situation",A
"Difficulty: Easy
Key Word: Honeycomb
Question: How is Honeycomb obtained in Minecraft?
Options: 
A. Smelting Honey Blocks
B. Shearing a Beehive or Bee Nest
C. Killing bees
D. Crafting with honey bottles
Correct Answer: B","Question: How is Honeycomb obtained in Minecraft?
Options: 
A. Smelting Honey Blocks
B. Shearing a Beehive or Bee Nest
C. Killing bees
D. Crafting with honey bottles",B
"Difficulty: Medium
Key Word: Honeycomb
Question: How many pieces of Honeycomb are required to craft a Honeycomb Block?
Options: 
A. 2
B. 3
C. 4
D. 6
Correct Answer: C","Question: How many pieces of Honeycomb are required to craft a Honeycomb Block?
Options: 
A. 2
B. 3
C. 4
D. 6",C
"Difficulty: Hard
Key Word: Honeycomb
Question: Which item is required to harvest Honeycomb from a Beehive without angering the bees?
Options: 
A. Shears
B. Silk Touch tool
C. Campfire
D. Glass bottle
Correct Answer: C","Question: Which item is required to harvest Honeycomb from a Beehive without angering the bees?
Options: 
A. Shears
B. Silk Touch tool
C. Campfire
D. Glass bottle",C
"Difficulty: Medium
Key Word: Honeycomb
Question: What does combining Honeycomb with string create in Minecraft?
Options: 
A. Candles
B. Leads
C. Honey Block
D. Honey Bottle
Correct Answer: A","Question: What does combining Honeycomb with string create in Minecraft?
Options: 
A. Candles
B. Leads
C. Honey Block
D. Honey Bottle",A
"Difficulty: Hard
Key Word: Honeycomb
Question: How many Honeycombs are needed to wax a copper block?
Options: 
A. 1
B. 2
C. 3
D. 4
Correct Answer: A","Question: How many Honeycombs are needed to wax a copper block?
Options: 
A. 1
B. 2
C. 3
D. 4",A
"Difficulty: Easy
Key Word: Honeycomb Block
Question: What is the primary decorative use of the Honeycomb Block?
Options: 
A. Flooring
B. Roofs
C. Walls
D. Garden decoration
Correct Answer: C","Question: What is the primary decorative use of the Honeycomb Block?
Options: 
A. Flooring
B. Roofs
C. Walls
D. Garden decoration",C
"Difficulty: Medium
Key Word: Honeycomb Block
Question: How many Honeycombs are needed to craft a Honeycomb Block?
Options: 
A. 2
B. 3
C. 4
D. 6
Correct Answer: C","Question: How many Honeycombs are needed to craft a Honeycomb Block?
Options: 
A. 2
B. 3
C. 4
D. 6",C
"Difficulty: Hard
Key Word: Honeycomb Block
Question: Which of the following statements about Honeycomb Blocks is true?
Options: 
A. They are transparent
B. They can be used as fuel
C. They are flammable
D. They can be used to breed bees
Correct Answer: C","Question: Which of the following statements about Honeycomb Blocks is true?
Options: 
A. They are transparent
B. They can be used as fuel
C. They are flammable
D. They can be used to breed bees",C
"Difficulty: Easy
Key Word: Hopper
Question: What is the primary function of a hopper in Minecraft?
Options: 
A. To smelt items 
B. To transport items 
C. To store items 
D. To enchant items
Correct Answer: B","Question: What is the primary function of a hopper in Minecraft?
Options: 
A. To smelt items 
B. To transport items 
C. To store items 
D. To enchant items",B
"Difficulty: Medium
Key Word: Hopper
Question: How many iron ingots are required to craft a hopper in Minecraft?
Options: 
A. 3 
B. 4 
C. 5 
D. 6
Correct Answer: C","Question: How many iron ingots are required to craft a hopper in Minecraft?
Options: 
A. 3 
B. 4 
C. 5 
D. 6",C
"Difficulty: Hard
Key Word: Hopper
Question: When a hopper is connected to a chest, which slot in the chest will it fill first?
Options: 
A. Top-left 
B. Bottom-right 
C. Center 
D. Random slot
Correct Answer: A","Question: When a hopper is connected to a chest, which slot in the chest will it fill first?
Options: 
A. Top-left 
B. Bottom-right 
C. Center 
D. Random slot",A
"Difficulty: Medium
Key Word: Hopper
Question: What block can prevent a hopper from pulling items from above it?
Options: 
A. Redstone torch 
B. Powered rail 
C. Comparator 
D. Redstone block
Correct Answer: D","Question: What block can prevent a hopper from pulling items from above it?
Options: 
A. Redstone torch 
B. Powered rail 
C. Comparator 
D. Redstone block",D
"Difficulty: Hard
Key Word: Hopper
Question: How can you lock a hopper to prevent it from transferring items?
Options: 
A. Place a lever on it 
B. Power it with a redstone signal 
C. Place an anvil on it 
D. Cover it with a carpet
Correct Answer: B","Question: How can you lock a hopper to prevent it from transferring items?
Options: 
A. Place a lever on it 
B. Power it with a redstone signal 
C. Place an anvil on it 
D. Cover it with a carpet",B
"Difficulty: Easy
Key Word: Horse
Question: What item is used to tame a horse in Minecraft?
Options: 
A. Wheat 
B. Saddle 
C. Carrot 
D. None of the above
Correct Answer: D","Question: What item is used to tame a horse in Minecraft?
Options: 
A. Wheat 
B. Saddle 
C. Carrot 
D. None of the above",D
"Difficulty: Medium
Key Word: Horse
Question: How do you make a horse jump higher in Minecraft?
Options: 
A. Hold the jump button longer 
B. Feed it golden apples 
C. Feed it sugar 
D. Equip it with iron horse armor
Correct Answer: A","Question: How do you make a horse jump higher in Minecraft?
Options: 
A. Hold the jump button longer 
B. Feed it golden apples 
C. Feed it sugar 
D. Equip it with iron horse armor",A
"Difficulty: Hard
Key Word: Horse
Question: What is the maximum health a horse can have in Minecraft?
Options: 
A. 15 hearts 
B. 20 hearts 
C. 25 hearts 
D. 30 hearts
Correct Answer: C","Question: What is the maximum health a horse can have in Minecraft?
Options: 
A. 15 hearts 
B. 20 hearts 
C. 25 hearts 
D. 30 hearts",C
"Difficulty: Medium
Key Word: Horse
Question: Which biome are horses most commonly found in Minecraft?
Options: 
A. Desert 
B. Plains 
C. Forest 
D. Swamp
Correct Answer: B","Question: Which biome are horses most commonly found in Minecraft?
Options: 
A. Desert 
B. Plains 
C. Forest 
D. Swamp",B
"Difficulty: Hard
Key Word: Horse
Question: How many different coat colors can horses have in Minecraft?
Options: 
A. 5 
B. 7 
C. 9 
D. 10
Correct Answer: D","Question: How many different coat colors can horses have in Minecraft?
Options: 
A. 5 
B. 7 
C. 9 
D. 10",D
"Difficulty: Easy
Key Word: Horse Armor
Question: What materials can horse armor be made from in Minecraft?
Options: 
A. Wood, Stone, Iron, Diamond 
B. Leather, Iron, Gold, Diamond 
C. Cloth, Copper, Iron, Gold 
D. Leather, Chainmail, Iron, Diamond
Correct Answer: B","Question: What materials can horse armor be made from in Minecraft?
Options: 
A. Wood, Stone, Iron, Diamond 
B. Leather, Iron, Gold, Diamond 
C. Cloth, Copper, Iron, Gold 
D. Leather, Chainmail, Iron, Diamond",B
"Difficulty: Medium
Key Word: Horse Armor
Question: Which of these cannot be used to craft horse armor?
Options: 
A. Iron 
B. Gold 
C. Leather 
D. Diamond
Correct Answer: C","Question: Which of these cannot be used to craft horse armor?
Options: 
A. Iron 
B. Gold 
C. Leather 
D. Diamond",C
"Difficulty: Hard
Key Word: Horse Armor
Question: In which version of Minecraft was horse armor first introduced?
Options: 
A. Java Edition 1.4.2 
B. Java Edition 1.6.1 
C. Java Edition 1.7.2 
D. Java Edition 1.8
Correct Answer: B","Question: In which version of Minecraft was horse armor first introduced?
Options: 
A. Java Edition 1.4.2 
B. Java Edition 1.6.1 
C. Java Edition 1.7.2 
D. Java Edition 1.8",B
"Difficulty: Medium
Key Word: Horse Armor
Question: How can you obtain horse armor in Minecraft?
Options: 
A. Crafting 
B. Trading 
C. Fishing 
D. Finding in chests
Correct Answer: D","Question: How can you obtain horse armor in Minecraft?
Options: 
A. Crafting 
B. Trading 
C. Fishing 
D. Finding in chests",D
"Difficulty: Hard
Key Word: Horse Armor
Question: Besides the overworld, where else can horse armor be found in Minecraft?
Options: 
A. The End 
B. Nether fortresses 
C. End cities 
D. Ocean monuments
Correct Answer: B","Question: Besides the overworld, where else can horse armor be found in Minecraft?
Options: 
A. The End 
B. Nether fortresses 
C. End cities 
D. Ocean monuments",B
"Difficulty: Easy
Key Word: Hostile Mobs
Question: Which of these mobs is considered hostile in Minecraft?
Options: 
A. Cow 
B. Villager 
C. Zombie 
D. Pig
Correct Answer: C","Question: Which of these mobs is considered hostile in Minecraft?
Options: 
A. Cow 
B. Villager 
C. Zombie 
D. Pig",C
"Difficulty: Medium
Key Word: Hostile Mobs
Question: What time of day do most hostile mobs spawn in Minecraft?
Options: 
A. Morning 
B. Afternoon 
C. Evening 
D. Night
Correct Answer: D","Question: What time of day do most hostile mobs spawn in Minecraft?
Options: 
A. Morning 
B. Afternoon 
C. Evening 
D. Night",D
"Difficulty: Hard
Key Word: Hostile Mobs
Question: Which hostile mob can drop a music disc when killed by a skeleton in Minecraft?
Options: 
A. Creeper 
B. Zombie 
C. Enderman 
D. Spider
Correct Answer: A","Question: Which hostile mob can drop a music disc when killed by a skeleton in Minecraft?
Options: 
A. Creeper 
B. Zombie 
C. Enderman 
D. Spider",A
"Difficulty: Easy  
Key Word: Husk  
Question: What happens to husks when they are exposed to daylight?  
Options:  
A. They burn like regular zombies  
B. They turn into drowned  
C. They are unaffected by daylight  
D. They become stronger  
Correct Answer: C","Question: What happens to husks when they are exposed to daylight?  
Options:  
A. They burn like regular zombies  
B. They turn into drowned  
C. They are unaffected by daylight  
D. They become stronger  ",C
"Difficulty: Medium  
Key Word: Husk  
Question: In which biomes can husks spawn naturally?  
Options:  
A. Desert  
B. Plains  
C. Jungle  
D. Swamp  
Correct Answer: A","Question: In which biomes can husks spawn naturally?  
Options:  
A. Desert  
B. Plains  
C. Jungle  
D. Swamp  ",A
"Difficulty: Hard  
Key Word: Husk  
Question: Which effect does a husk's attack inflict on players?  
Options:  
A. Poison  
B. Hunger  
C. Slowness  
D. Weakness  
Correct Answer: B","Question: Which effect does a husk's attack inflict on players?  
Options:  
A. Poison  
B. Hunger  
C. Slowness  
D. Weakness  ",B
"Difficulty: Medium  
Key Word: Husk  
Question: How does the spawning rate of husks compare to regular zombies in deserts?  
Options:  
A. Husks spawn more frequently  
B. Husks spawn less frequently  
C. Husks and zombies spawn at the same rate  
D. Only husks spawn in deserts  
Correct Answer: D","Question: How does the spawning rate of husks compare to regular zombies in deserts?  
Options:  
A. Husks spawn more frequently  
B. Husks spawn less frequently  
C. Husks and zombies spawn at the same rate  
D. Only husks spawn in deserts  ",D
"Difficulty: Hard  
Key Word: Husk  
Question: Can husks convert villagers into zombie villagers?  
Options:  
A. Yes, always  
B. Yes, but only on Hard difficulty  
C. No, they cannot  
D. Yes, but only on Normal or Hard difficulty  
Correct Answer: C","Question: Can husks convert villagers into zombie villagers?  
Options:  
A. Yes, always  
B. Yes, but only on Hard difficulty  
C. No, they cannot  
D. Yes, but only on Normal or Hard difficulty  ",C
"Difficulty: Easy  
Key Word: Ice  
Question: What happens when you break a block of packed ice?  
Options:  
A. It drops itself  
B. It turns into water  
C. It drops nothing  
D. It drops regular ice  
Correct Answer: A","Question: What happens when you break a block of packed ice?  
Options:  
A. It drops itself  
B. It turns into water  
C. It drops nothing  
D. It drops regular ice  ",A
"Difficulty: Medium  
Key Word: Ice  
Question: Which tool is fastest for breaking ice blocks?  
Options:  
A. Pickaxe  
B. Shovel  
C. Axe  
D. Sword  
Correct Answer: A","Question: Which tool is fastest for breaking ice blocks?  
Options:  
A. Pickaxe  
B. Shovel  
C. Axe  
D. Sword  ",A
"Difficulty: Hard  
Key Word: Ice  
Question: What unique property does blue ice have compared to regular ice and packed ice?  
Options:  
A. It is slippery but does not melt  
B. It causes damage when walked on  
C. It emits light  
D. It cannot be crafted  
Correct Answer: A","Question: What unique property does blue ice have compared to regular ice and packed ice?  
Options:  
A. It is slippery but does not melt  
B. It causes damage when walked on  
C. It emits light  
D. It cannot be crafted  ",A
"Difficulty: Medium  
Key Word: Ice  
Question: Which item is required to craft blue ice?  
Options:  
A. Packed ice  
B. Regular ice  
C. Snow blocks  
D. Ice and snow  
Correct Answer: A","Question: Which item is required to craft blue ice?  
Options:  
A. Packed ice  
B. Regular ice  
C. Snow blocks  
D. Ice and snow  ",A
"Difficulty: Hard  
Key Word: Ice  
Question: What is the primary biome where ice spikes can be found?  
Options:  
A. Snowy Tundra  
B. Ice Spikes  
C. Frozen River  
D. Snowy Taiga  
Correct Answer: B","Question: What is the primary biome where ice spikes can be found?  
Options:  
A. Snowy Tundra  
B. Ice Spikes  
C. Frozen River  
D. Snowy Taiga  ",B
"Difficulty: Easy  
Key Word: Ice Bomb  
Question: Which version of Minecraft features the Ice Bomb item?  
Options:  
A. Java Edition  
B. Bedrock Edition  
C. Education Edition  
D. Console Edition  
Correct Answer: C","Question: Which version of Minecraft features the Ice Bomb item?  
Options:  
A. Java Edition  
B. Bedrock Edition  
C. Education Edition  
D. Console Edition  ",C
"Difficulty: Medium  
Key Word: Ice Bomb  
Question: What happens when an Ice Bomb is thrown into water?  
Options:  
A. It creates a block of packed ice  
B. It creates a block of blue ice  
C. It freezes the water into regular ice  
D. It evaporates the water  
Correct Answer: C","Question: What happens when an Ice Bomb is thrown into water?  
Options:  
A. It creates a block of packed ice  
B. It creates a block of blue ice  
C. It freezes the water into regular ice  
D. It evaporates the water  ",C
"Difficulty: Hard  
Key Word: Ice Bomb  
Question: What item is needed to craft an Ice Bomb in Minecraft: Education Edition?  
Options:  
A. Snowball  
B. Sodium  
C. Ice  
D. Ammonium  
Correct Answer: B","Question: What item is needed to craft an Ice Bomb in Minecraft: Education Edition?  
Options:  
A. Snowball  
B. Sodium  
C. Ice  
D. Ammonium  ",B
"Difficulty: Medium  
Key Word: Ice Bomb  
Question: Which mob in Minecraft: Education Edition can drop Ice Bombs?  
Options:  
A. Stray  
B. Polar Bear  
C. Snow Golem  
D. Husk  
Correct Answer: A","Question: Which mob in Minecraft: Education Edition can drop Ice Bombs?  
Options:  
A. Stray  
B. Polar Bear  
C. Snow Golem  
D. Husk  ",A
"Difficulty: Hard  
Key Word: Ice Bomb  
Question: What is the primary educational use of Ice Bombs in Minecraft: Education Edition?  
Options:  
A. To teach chemical reactions  
B. To demonstrate states of matter  
C. To show freezing points  
D. To explore thermal dynamics  
Correct Answer: B","Question: What is the primary educational use of Ice Bombs in Minecraft: Education Edition?  
Options:  
A. To teach chemical reactions  
B. To demonstrate states of matter  
C. To show freezing points  
D. To explore thermal dynamics  ",B
"Difficulty: Easy  
Key Word: Iceberg  
Question: In which biome are icebergs naturally generated?  
Options:  
A. Snowy Tundra  
B. Frozen Ocean  
C. Ice Spikes  
D. Snowy Taiga  
Correct Answer: B","Question: In which biome are icebergs naturally generated?  
Options:  
A. Snowy Tundra  
B. Frozen Ocean  
C. Ice Spikes  
D. Snowy Taiga  ",B
"Difficulty: Medium  
Key Word: Iceberg  
Question: What type of ice is predominantly found in icebergs?  
Options:  
A. Regular ice  
B. Blue ice  
C. Packed ice  
D. Melting ice  
Correct Answer: C","Question: What type of ice is predominantly found in icebergs?  
Options:  
A. Regular ice  
B. Blue ice  
C. Packed ice  
D. Melting ice  ",C
"Difficulty: Easy
Key Word: Infested Block
Question: Which type of mob is associated with infested blocks?
Options: 
A. Zombies 
B. Skeletons 
C. Silverfish 
D. Endermites
Correct Answer: C","Question: Which type of mob is associated with infested blocks?
Options: 
A. Zombies 
B. Skeletons 
C. Silverfish 
D. Endermites",C
"Difficulty: Medium
Key Word: Infested Block
Question: What happens when you break an infested block in Minecraft?
Options: 
A. It drops cobblestone 
B. It releases silverfish 
C. It drops stone 
D. It drops nothing
Correct Answer: B","Question: What happens when you break an infested block in Minecraft?
Options: 
A. It drops cobblestone 
B. It releases silverfish 
C. It drops stone 
D. It drops nothing",B
"Difficulty: Hard
Key Word: Infested Block
Question: Which infested block variant is not naturally generated in strongholds?
Options: 
A. Infested Stone 
B. Infested Cobblestone 
C. Infested Stone Bricks 
D. Infested Chiseled Stone Bricks
Correct Answer: D","Question: Which infested block variant is not naturally generated in strongholds?
Options: 
A. Infested Stone 
B. Infested Cobblestone 
C. Infested Stone Bricks 
D. Infested Chiseled Stone Bricks",D
"Difficulty: Medium
Key Word: Infested Block
Question: How can you distinguish between an infested block and a regular block?
Options: 
A. Infested blocks have a different responseure 
B. Infested blocks take longer to mine 
C. Infested blocks emit particles 
D. Infested blocks have a different sound when walked on
Correct Answer: B","Question: How can you distinguish between an infested block and a regular block?
Options: 
A. Infested blocks have a different responseure 
B. Infested blocks take longer to mine 
C. Infested blocks emit particles 
D. Infested blocks have a different sound when walked on",B
"Difficulty: Hard
Key Word: Infested Block
Question: In which dimension can you find infested blocks naturally occurring?
Options: 
A. Overworld 
B. Nether 
C. End 
D. All dimensions
Correct Answer: A","Question: In which dimension can you find infested blocks naturally occurring?
Options: 
A. Overworld 
B. Nether 
C. End 
D. All dimensions",A
"Difficulty: Easy
Key Word: Infested Stone
Question: What is the primary characteristic of infested stone?
Options: 
A. It drops iron ore 
B. It spawns a silverfish when broken 
C. It drops emeralds 
D. It has a different color than regular stone
Correct Answer: B","Question: What is the primary characteristic of infested stone?
Options: 
A. It drops iron ore 
B. It spawns a silverfish when broken 
C. It drops emeralds 
D. It has a different color than regular stone",B
"Difficulty: Medium
Key Word: Infested Stone
Question: What is the only way to obtain infested stone in Minecraft?
Options: 
A. Crafting 
B. Trading 
C. Mining it 
D. Using commands
Correct Answer: D","Question: What is the only way to obtain infested stone in Minecraft?
Options: 
A. Crafting 
B. Trading 
C. Mining it 
D. Using commands",D
"Difficulty: Hard
Key Word: Infested Stone
Question: Which tool is typically used to break infested stone blocks?
Options: 
A. Pickaxe 
B. Shovel 
C. Axe 
D. Sword
Correct Answer: A","Question: Which tool is typically used to break infested stone blocks?
Options: 
A. Pickaxe 
B. Shovel 
C. Axe 
D. Sword",A
"Difficulty: Medium
Key Word: Infested Stone
Question: In which structure are you most likely to find infested stone?
Options: 
A. Villages 
B. Strongholds 
C. Desert Temples 
D. Woodland Mansions
Correct Answer: B","Question: In which structure are you most likely to find infested stone?
Options: 
A. Villages 
B. Strongholds 
C. Desert Temples 
D. Woodland Mansions",B
"Difficulty: Hard
Key Word: Infested Stone
Question: What is the technical name for infested stone in Minecraft's game code?
Options: 
A. minecraft:infested_stone 
B. minecraft:monster_egg 
C. minecraft:silverfish_stone 
D. minecraft:infested_block
Correct Answer: B","Question: What is the technical name for infested stone in Minecraft's game code?
Options: 
A. minecraft:infested_stone 
B. minecraft:monster_egg 
C. minecraft:silverfish_stone 
D. minecraft:infested_block",B
"Difficulty: Easy
Key Word: Iron
Question: What is the primary use of iron ore in Minecraft?
Options: 
A. Crafting tools and armor 
B. Building structures 
C. Trading with villagers 
D. Taming animals
Correct Answer: A","Question: What is the primary use of iron ore in Minecraft?
Options: 
A. Crafting tools and armor 
B. Building structures 
C. Trading with villagers 
D. Taming animals",A
"Difficulty: Medium
Key Word: Iron
Question: How many iron ingots are required to craft an iron pickaxe?
Options: 
A. 1 
B. 2 
C. 3 
D. 4
Correct Answer: C","Question: How many iron ingots are required to craft an iron pickaxe?
Options: 
A. 1 
B. 2 
C. 3 
D. 4",C
"Difficulty: Hard
Key Word: Iron
Question: Which block can be used to smelt iron ore in Minecraft?
Options: 
A. Blast Furnace 
B. Furnace 
C. Both A and B 
D. Smoker
Correct Answer: C","Question: Which block can be used to smelt iron ore in Minecraft?
Options: 
A. Blast Furnace 
B. Furnace 
C. Both A and B 
D. Smoker",C
"Difficulty: Medium
Key Word: Iron
Question: Which of the following mobs drops iron ingots upon death?
Options: 
A. Zombie 
B. Skeleton 
C. Iron Golem 
D. Enderman
Correct Answer: C","Question: Which of the following mobs drops iron ingots upon death?
Options: 
A. Zombie 
B. Skeleton 
C. Iron Golem 
D. Enderman",C
"Difficulty: Hard
Key Word: Iron
Question: How many iron ingots are required to craft an anvil?
Options: 
A. 3 
B. 4 
C. 6 
D. 31
Correct Answer: D","Question: How many iron ingots are required to craft an anvil?
Options: 
A. 3 
B. 4 
C. 6 
D. 31",D
"Difficulty: Easy
Key Word: Iron Armor
Question: How many iron ingots are required to craft a full set of iron armor?
Options: 
A. 20 
B. 24 
C. 28 
D. 32
Correct Answer: B","Question: How many iron ingots are required to craft a full set of iron armor?
Options: 
A. 20 
B. 24 
C. 28 
D. 32",B
"Difficulty: Medium
Key Word: Iron Armor
Question: What is the armor toughness value of iron armor?
Options: 
A. 0 
B. 2 
C. 4 
D. 6
Correct Answer: A","Question: What is the armor toughness value of iron armor?
Options: 
A. 0 
B. 2 
C. 4 
D. 6",A
"Difficulty: Hard
Key Word: Iron Armor
Question: Which enchantment is NOT applicable to iron armor?
Options: 
A. Protection 
B. Fire Protection 
C. Aqua Affinity 
D. Thorns
Correct Answer: C","Question: Which enchantment is NOT applicable to iron armor?
Options: 
A. Protection 
B. Fire Protection 
C. Aqua Affinity 
D. Thorns",C
"Difficulty: Easy
Key Word: Iron Door
Question: How do you open an iron door in Minecraft?
Options: 
A. Right-clicking it 
B. Using a lever, button, or pressure plate 
C. Left-clicking it 
D. Standing next to it
Correct Answer: B","Question: How do you open an iron door in Minecraft?
Options: 
A. Right-clicking it 
B. Using a lever, button, or pressure plate 
C. Left-clicking it 
D. Standing next to it",B
"Difficulty: Medium
Key Word: Iron Door
Question: Which of the following Redstone components cannot be used to open an iron door?
Options: 
A. Lever 
B. Button 
C. Pressure plate 
D. Redstone torch
Correct Answer: D","Question: Which of the following Redstone components cannot be used to open an iron door?
Options: 
A. Lever 
B. Button 
C. Pressure plate 
D. Redstone torch",D
"Difficulty: Hard
Key Word: Iron Door
Question: How many iron ingots are required to craft an iron door?
Options: 
A. 4 
B. 5 
C. 6 
D. 8
Correct Answer: C","Question: How many iron ingots are required to craft an iron door?
Options: 
A. 4 
B. 5 
C. 6 
D. 8",C
"Difficulty: Medium
Key Word: Iron Door
Question: Can zombies break down iron doors in Minecraft on Hard difficulty?
Options: 
A. Yes 
B. No 
C. Only in Hardcore mode 
D. Only during a full moon
Correct Answer: B","Question: Can zombies break down iron doors in Minecraft on Hard difficulty?
Options: 
A. Yes 
B. No 
C. Only in Hardcore mode 
D. Only during a full moon",B
"Difficulty: Easy
Key Word: Iron Door
Question: Which tool is most effective for breaking an iron door in Minecraft?
Options: 
A. Sword 
B. Pickaxe 
C. Shovel 
D. Axe
Correct Answer: B","Question: Which tool is most effective for breaking an iron door in Minecraft?
Options: 
A. Sword 
B. Pickaxe 
C. Shovel 
D. Axe",B
"Difficulty: Easy
Key Word: Iron Golem
Question: What do iron golems naturally spawn to protect?
Options: 
A. Mineshafts 
B. Villages 
C. Strongholds 
D. Nether fortresses
Correct Answer: B","Question: What do iron golems naturally spawn to protect?
Options: 
A. Mineshafts 
B. Villages 
C. Strongholds 
D. Nether fortresses",B
"Difficulty: Medium
Key Word: Iron Golem
Question: How many iron blocks are required to build an iron golem?
Options: 
A. 3 
B. 4 
C. 5 
D. 6
Correct Answer: B","Question: How many iron blocks are required to build an iron golem?
Options: 
A. 3 
B. 4 
C. 5 
D. 6",B
"Difficulty: Hard
Key Word: Iron Golem
Question: What is the minimum amount of villagers required for an iron golem to naturally spawn in a village?
Options: 
A. 10 
B. 15 
C. 20 
D. 21
Correct Answer: C","Question: What is the minimum amount of villagers required for an iron golem to naturally spawn in a village?
Options: 
A. 10 
B. 15 
C. 20 
D. 21",C
"Difficulty: Medium
Key Word: Iron Golem
Question: What item do iron golems sometimes drop upon death?
Options: 
A. Iron ingot 
B. Iron nugget 
C. Iron sword 
D. Iron block
Correct Answer: A","Question: What item do iron golems sometimes drop upon death?
Options: 
A. Iron ingot 
B. Iron nugget 
C. Iron sword 
D. Iron block",A
"Difficulty: Easy
Key Word: Iron Golem
Question: Which flower can be given to iron golems by villagers?
Options: 
A. Dandelion 
B. Poppy 
C. Blue Orchid 
D. Rose Bush
Correct Answer: B","Question: Which flower can be given to iron golems by villagers?
Options: 
A. Dandelion 
B. Poppy 
C. Blue Orchid 
D. Rose Bush",B
"Difficulty: Easy
Key Word: Iron Ingot
Question: What is the primary use of iron ingots in Minecraft?
Options: 
A. Crafting tools and armor 
B. Building structures 
C. Growing crops 
D. Taming animals
Correct Answer: A","Question: What is the primary use of iron ingots in Minecraft?
Options: 
A. Crafting tools and armor 
B. Building structures 
C. Growing crops 
D. Taming animals",A
"Difficulty: Medium
Key Word: Iron Ingot
Question: How many iron ingots are required to craft a full set of iron armor?
Options: 
A. 20 
B. 24 
C. 26 
D. 30
Correct Answer: B","Question: How many iron ingots are required to craft a full set of iron armor?
Options: 
A. 20 
B. 24 
C. 26 
D. 30",B
"Difficulty: Hard
Key Word: Iron Ingot
Question: In which dimension can iron ingots be found as loot in bastion remnants?
Options: 
A. Overworld 
B. Nether 
C. End 
D. None
Correct Answer: B","Question: In which dimension can iron ingots be found as loot in bastion remnants?
Options: 
A. Overworld 
B. Nether 
C. End 
D. None",B
"Difficulty: Medium
Key Word: Iron Ingot
Question: Which of these mobs can drop iron ingots upon death?
Options: 
A. Zombie 
B. Creeper 
C. Enderman 
D. Skeleton
Correct Answer: A","Question: Which of these mobs can drop iron ingots upon death?
Options: 
A. Zombie 
B. Creeper 
C. Enderman 
D. Skeleton",A
"Difficulty: Easy
Key Word: Iron Ingot
Question: How many iron ingots are needed to craft an iron chestplate?
Options: 
A. 5 
B. 6 
C. 7 
D. 8
Correct Answer: D","Question: How many iron ingots are needed to craft an iron chestplate?
Options: 
A. 5 
B. 6 
C. 7 
D. 8",D
"Difficulty: Medium
Key Word: Iron Mine
Question: At what depth range can iron ore be most commonly found in the Overworld?
Options: 
A. Y-levels 30 to 60 
B. Y-levels 5 to 25 
C. Y-levels 20 to 50 
D. Y-levels 50 to 70
Correct Answer: C","Question: At what depth range can iron ore be most commonly found in the Overworld?
Options: 
A. Y-levels 30 to 60 
B. Y-levels 5 to 25 
C. Y-levels 20 to 50 
D. Y-levels 50 to 70",C
"Difficulty: Hard
Key Word: Iron Mine
Question: Which biome increases the frequency of iron ore generation in the Minecraft world?
Options: 
A. Desert 
B. Swamp 
C. Mountains 
D. Taiga
Correct Answer: C","Question: Which biome increases the frequency of iron ore generation in the Minecraft world?
Options: 
A. Desert 
B. Swamp 
C. Mountains 
D. Taiga",C
"Difficulty: Easy
Key Word: Iron Mine
Question: What tool is required to mine iron ore in Minecraft?
Options: 
A. Wooden pickaxe 
B. Stone pickaxe 
C. Gold pickaxe 
D. Any pickaxe
Correct Answer: B","Question: What tool is required to mine iron ore in Minecraft?
Options: 
A. Wooden pickaxe 
B. Stone pickaxe 
C. Gold pickaxe 
D. Any pickaxe",B
